Country_encoded,EdLevel_encoded,YearsCodePro,Employment_encoded,Salary
50,2,20.0,0,116748.0
86,2,8.0,0,23064.0
62,2,1.0,0,4607.0
71,0,12.0,0,57555.0
62,2,3.0,0,6696.0
62,2,3.0,0,4188.0
151,1,24.0,0,95000.0
107,0,2.0,0,6612.0
62,0,4.0,0,1680.0
151,0,1.0,0,95000.0
59,1,15.0,2,155111.0
86,0,4.0,2,14412.0
28,0,9.0,0,81682.0
130,1,1.0,0,25151.0
7,0,28.0,0,93533.0
7,0,9.0,0,93533.0
62,2,6.0,0,6696.0
62,0,2.0,0,4188.0
7,0,2.0,0,45097.0
151,0,6.0,0,1221888.0
149,2,3.0,0,40070.0
62,0,6.0,0,11169.0
115,2,22.0,0,60360.0
62,0,2.0,0,4572.0
62,2,5.0,0,5700.0
7,2,6.0,0,89251.0
144,0,3.0,0,13812.0
151,0,3.0,0,115000.0
28,0,2.0,0,39328.0
132,1,17.0,0,23076.0
62,3,3.0,0,4188.0
62,0,9.0,0,275772.0
62,0,2.0,0,3686.0
86,0,3.0,0,25222.0
62,0,6.0,0,33504.0
62,0,4.0,0,4747.0
6,2,5.0,0,10032.0
62,0,4.0,0,8377.0
112,0,10.0,2,75650.0
62,2,5.0,0,5532.0
71,0,3.0,2,35972.0
129,0,2.0,0,25620.0
22,1,2.0,0,11544.0
151,0,1.0,0,150000.0
5,1,30.0,0,19464.0
36,2,12.0,0,62352.0
62,2,11.0,0,418848.0
28,0,12.0,0,75631.0
7,0,15.0,0,761628.0
62,0,3.0,0,184296.0
151,2,9.0,0,2000000.0
62,0,3.0,0,16754.0
151,0,25.0,0,110000.0
151,0,1.0,0,75000.0
125,0,7.0,0,60240.0
62,2,8.0,0,10560.0
62,2,4.0,0,6036.0
151,0,8.0,0,245000.0
91,0,7.0,0,26496.0
129,0,1.0,0,22416.0
12,1,3.0,0,16392.0
86,0,1.0,0,10092.0
28,0,12.0,2,151250.0
62,1,3.0,0,6864.0
125,0,12.0,0,111876.0
151,2,10.0,0,240.0
62,2,7.0,0,10056.0
44,1,6.0,0,58368.0
62,0,5.0,0,16752.0
91,2,20.0,2,32316.0
62,0,9.0,0,21487.0
62,0,3.0,0,6864.0
111,1,2.0,2,9480.0
144,2,8.0,0,268248.0
100,2,18.0,0,204448.0
148,3,8.0,0,98004.0
39,1,3.0,1,41076.0
50,2,12.0,1,972888.0
86,0,3.0,0,18732.0
125,0,30.0,0,172117.0
59,0,1.0,0,38592.0
62,0,6.0,0,23735.0
62,0,8.0,0,18150.0
62,0,2.0,0,6981.0
62,0,6.0,0,9773.0
9,0,10.0,0,32424.0
136,2,10.0,1,97583.0
100,0,16.0,0,75390.0
62,0,9.0,0,23735.0
12,0,6.0,0,20484.0
103,0,6.0,0,16464.0
7,0,15.0,2,80172.0
62,0,2.0,0,4608.0
111,1,7.0,0,7116.0
125,0,8.0,0,60240.0
39,0,4.0,0,64260.0
62,2,3.0,0,2508.0
131,2,6.0,2,108098.0
62,0,3.0,0,5532.0
47,2,8.0,0,64860.0
50,2,19.0,0,94927.0
7,0,10.0,0,40086.0
107,0,1.0,0,2724.0
135,0,10.0,0,47256.0
151,1,7.0,0,118000.0
151,0,20.0,0,166000.0
62,2,5.0,0,8376.0
9,2,14.0,0,28896.0
86,0,3.0,2,11532.0
130,0,9.0,0,653940.0
12,0,3.0,0,4592.0
86,0,4.0,2,20172.0
111,0,11.0,0,28440.0
62,2,4.0,0,3351.0
7,0,30.0,0,173705.0
62,0,0.5,0,3211.0
132,0,3.0,0,13188.0
12,0,3.0,0,13428.0
62,2,3.0,0,4020.0
62,0,1.0,1,4692.0
112,2,3.0,0,24912.0
7,2,8.0,0,53448.0
111,0,7.0,0,24.0
125,0,3.0,0,55944.0
62,0,13.0,0,25927.0
28,2,2.0,0,18156.0
144,1,4.0,0,15192.0
62,0,5.0,0,17452.0
146,0,3.0,0,1308.0
7,0,2.0,0,48103.0
62,2,13.0,0,13404.0
151,0,4.0,0,220000.0
62,0,2.0,0,6981.0
151,2,3.0,0,105000.0
100,0,25.0,0,79862.0
136,3,2.0,0,73188.0
144,1,10.0,0,16764.0
125,0,4.0,0,30984.0
62,0,0.5,0,4692.0
138,0,2.0,0,19884.0
28,2,6.0,0,90758.0
151,1,1.0,1,8500.0
111,0,10.0,0,5928.0
112,2,7.0,0,36444.0
8,0,0.5,0,36324.0
62,2,8.0,0,4189.0
63,0,0.5,0,5268.0
153,0,6.0,0,12600.0
62,0,5.0,0,15912.0
28,1,1.0,0,64287.0
62,2,8.0,0,12564.0
68,3,10.0,0,140088.0
98,0,20.0,2,31519.0
12,0,6.0,0,21192.0
91,0,3.0,0,15516.0
151,0,15.0,0,160000.0
62,0,6.0,0,11556.0
71,2,4.0,0,48564.0
62,2,3.0,0,7368.0
62,0,5.0,0,23037.0
139,2,5.0,0,102498.0
62,0,3.0,0,13404.0
62,0,4.0,0,11169.0
132,0,4.0,0,18684.0
71,1,2.0,0,432.0
99,2,10.0,0,54049.0
151,0,1.0,0,55000.0
86,0,2.0,2,54050.0
62,2,6.0,0,6696.0
107,0,2.0,0,7476.0
131,3,18.0,0,54049.0
100,1,23.0,0,159725.0
151,0,3.0,0,200000.0
151,1,1.0,0,57000.0
131,3,19.0,0,64859.0
151,2,20.0,0,180000.0
146,0,1.0,0,12348.0
8,0,20.0,0,113503.0
117,0,13.0,0,67849.0
71,0,3.0,0,53957.0
62,2,8.0,0,20943.0
7,2,8.0,0,50775.0
49,3,0.5,0,25440.0
151,0,27.0,0,440000.0
62,2,8.0,0,7200.0
62,0,20.0,2,33504.0
151,1,8.0,0,129000.0
62,0,0.5,0,2508.0
105,2,29.0,0,205001.0
71,0,2.0,0,60253.0
49,0,2.0,2,2964.0
62,0,2.0,0,2508.0
7,0,24.0,0,80172.0
111,0,1.0,0,4740.0
24,0,10.0,0,49728.0
129,0,2.0,1,10008.0
62,0,1.0,0,6696.0
62,0,2.0,0,10000.0
8,1,5.0,0,56211.0
80,0,1.0,0,26400.0
151,1,3.0,0,220000.0
28,0,0.5,0,64287.0
62,2,5.0,0,11867.0
151,0,1.0,0,150000.0
151,2,8.0,0,350000.0
62,0,5.0,0,8124.0
62,0,0.5,0,2010.0
62,0,4.0,0,39093.0
129,0,8.0,2,56040.0
62,0,8.0,0,23037.0
138,2,15.0,0,89482.0
62,0,7.0,0,10896.0
86,3,25.0,0,43236.0
151,0,3.0,0,61500.0
62,0,3.0,2,134028.0
62,0,10.0,0,16752.0
118,2,10.0,0,43404.0
62,0,16.0,0,58639.0
100,0,8.0,0,70279.0
50,1,12.0,0,64859.0
62,2,8.0,0,19546.0
86,0,5.0,0,23064.0
62,2,1.0,0,4188.0
153,2,9.0,0,8820.0
12,0,5.0,0,16956.0
107,0,9.0,0,15564.0
62,1,3.0,0,9773.0
62,0,1.0,0,3852.0
62,0,3.0,0,27923.0
130,2,1.0,0,754536.0
7,0,18.0,0,70150.0
112,1,5.0,0,37968.0
111,0,4.0,0,9480.0
118,1,8.0,0,17928.0
129,1,38.0,0,63380.0
98,0,3.0,2,10512.0
112,2,15.0,0,820128.0
100,0,0.5,0,33862.0
151,0,11.0,0,130000.0
151,0,0.5,0,10500.0
86,0,3.0,0,9168.0
65,0,3.0,0,22140.0
151,0,2.0,0,65000.0
86,1,36.0,2,0.0
62,0,0.5,0,2508.0
64,1,8.0,0,28500.0
62,0,2.0,0,7536.0
7,0,14.0,0,73491.0
7,0,7.0,0,127940.0
62,2,7.0,0,11867.0
50,0,3.0,0,59676.0
64,2,5.0,1,12828.0
86,1,18.0,0,28824.0
138,2,5.0,0,43084.0
151,0,4.0,0,150000.0
62,2,2.0,0,2508.0
59,2,10.0,0,212269.0
107,0,5.0,0,10896.0
125,0,8.0,0,69134.0
39,2,13.0,0,104208.0
136,1,19.0,0,1000000.0
14,2,2.0,0,16344.0
30,3,4.0,0,51444.0
62,2,2.0,0,9075.0
69,2,1.0,0,32424.0
139,0,6.0,0,38436.0
12,0,3.0,0,8616.0
62,2,4.0,0,9075.0
115,0,12.0,2,60360.0
68,0,4.0,0,98064.0
107,0,6.0,0,17748.0
151,2,5.0,0,158000.0
144,0,18.0,0,24660.0
151,2,12.0,0,200000.0
62,0,15.0,0,201048.0
62,3,7.0,0,23037.0
62,0,4.0,0,8880.0
140,0,3.0,0,6312.0
136,2,7.0,0,126045.0
7,0,11.0,0,76163.0
62,0,1.0,0,9773.0
127,1,8.0,0,12972.0
135,1,13.0,0,4377.0
62,0,11.0,0,16754.0
47,2,18.0,0,59544.0
8,2,10.0,0,46704.0
62,0,2.0,0,10052.0
151,0,6.0,0,83000.0
111,0,3.0,0,7116.0
62,2,10.0,0,31833.0
50,2,7.0,0,60103.0
151,0,3.0,0,180000.0
131,0,1.0,0,27025.0
62,2,2.0,0,41880.0
100,1,25.0,0,83057.0
48,2,10.0,0,38916.0
144,0,6.0,0,8280.0
62,0,4.0,2,50.0
135,1,16.0,0,71184.0
64,0,4.0,0,14256.0
62,2,6.0,0,16754.0
100,0,0.5,1,15950.0
86,0,5.0,0,55249.0
131,2,6.0,0,27025.0
129,1,16.0,0,40032.0
63,0,3.0,0,30732.0
62,0,0.5,0,3348.0
62,0,4.0,0,6696.0
129,1,17.0,0,72048.0
59,0,13.0,0,108060.0
62,0,5.0,0,8376.0
82,0,3.0,0,19452.0
50,2,11.0,1,47563.0
151,2,7.0,0,90000.0
111,2,4.0,2,24.0
118,2,4.0,0,28308.0
7,0,29.0,1,33405.0
62,0,2.0,0,10471.0
30,1,3.0,0,12000.0
62,1,2.0,0,6036.0
62,0,6.0,0,8796.0
69,2,10.0,0,713448.0
7,0,8.0,1,96874.0
151,0,17.0,0,120000.0
50,1,21.0,0,81074.0
62,0,13.0,0,125652.0
112,2,16.0,0,34932.0
48,2,32.0,0,70264.0
30,0,5.0,0,28578.0
62,0,1.0,0,1680.0
155,1,20.0,2,144000.0
9,2,5.0,0,23784.0
131,3,8.0,0,33510.0
155,0,10.0,2,38808.0
136,2,8.0,0,103682.0
62,0,1.0,0,9773.0
62,0,5.0,0,21208.0
155,0,8.0,0,110000.0
71,2,20.0,0,107915.0
50,0,4.0,0,48644.0
99,1,15.0,0,1000000.0
12,2,8.0,0,21192.0
155,0,10.0,0,31044.0
73,0,2.0,0,9552.0
111,0,6.0,0,28440.0
138,2,10.0,0,43084.0
47,2,15.0,0,53184.0
62,0,0.5,0,6841.0
62,0,6.0,0,18150.0
7,0,1.0,0,41422.0
68,0,13.0,2,52536.0
7,0,12.0,2,80172.0
118,0,15.0,0,33972.0
151,0,2.0,0,110000.0
15,0,7.0,0,33732.0
62,0,7.0,0,25131.0
62,2,9.0,0,37697.0
62,0,4.0,0,8000.0
144,0,2.0,0,19728.0
62,0,4.0,0,0.0
50,2,14.0,0,70264.0
62,0,2.0,0,5196.0
129,1,6.0,0,20016.0
62,0,5.0,0,33504.0
149,2,23.0,0,400704.0
151,0,4.0,0,230000.0
82,0,6.0,0,15564.0
7,1,15.0,0,53448.0
63,0,6.0,2,7020.0
50,2,10.0,0,67021.0
62,0,4.0,0,10192.0
62,2,5.0,0,14660.0
69,2,10.0,0,59454.0
5,2,15.0,0,38928.0
118,2,10.0,2,24.0
62,0,7.0,0,1592.0
151,0,14.0,0,150000.0
62,0,7.0,0,16752.0
62,0,5.0,0,7728.0
151,2,4.0,0,87200.0
135,1,15.0,2,67500.0
99,0,5.0,0,57375.0
62,0,2.0,0,4188.0
48,0,7.0,0,43239.0
114,2,9.0,0,96127.0
135,2,4.0,0,61368.0
151,2,3.0,0,80000.0
60,3,15.0,0,30024.0
107,0,1.0,0,7788.0
86,0,2.0,0,10956.0
62,0,9.0,0,167544.0
155,1,3.0,0,9312.0
8,1,12.0,0,72966.0
129,1,12.0,0,64044.0
62,0,5.0,0,32112.0
62,0,6.0,0,6864.0
62,0,4.0,0,8098.0
47,0,1.0,0,33984.0
139,2,10.0,0,53040.0
7,1,23.0,2,111900.0
125,0,5.0,0,32796.0
50,1,12.0,0,48000.0
66,3,25.0,0,167552.0
36,2,7.0,0,24420.0
105,0,13.0,0,97106.0
47,0,3.0,1,15564.0
99,3,10.0,0,75669.0
63,0,6.0,0,14271.0
86,0,11.0,0,27384.0
84,0,22.0,0,15564.0
151,0,1.0,0,192566.0
71,0,7.0,0,33456.0
135,1,23.0,0,53628.0
50,2,17.0,0,75669.0
48,3,10.0,0,69183.0
50,2,7.0,0,58373.0
50,2,11.0,2,58368.0
132,0,4.0,0,9888.0
63,0,14.0,0,38640.0
151,0,2.0,0,72000.0
138,0,3.0,0,19092.0
50,1,0.5,0,14268.0
62,1,3.0,0,2950.0
20,1,7.0,0,100000.0
112,2,12.0,0,42528.0
62,0,1.0,0,3012.0
107,1,2.0,0,3108.0
147,2,6.0,2,48000.0
62,0,0.5,1,2520.0
155,1,50.0,2,1000000.0
62,0,5.0,0,9216.0
63,1,1.0,0,0.0
151,2,30.0,0,170000.0
62,2,7.0,0,44676.0
48,2,5.0,0,40212.0
50,2,24.0,2,64860.0
144,0,10.0,0,7884.0
151,2,6.0,0,98000.0
71,1,0.5,0,19428.0
63,0,1.0,0,23565.0
28,0,2.0,0,56723.0
63,2,6.0,0,13176.0
7,0,12.0,0,962064.0
62,2,2.0,0,3348.0
50,1,13.0,0,77831.0
64,1,3.0,0,996.0
63,0,3.0,0,7908.0
62,0,2.0,0,9773.0
60,1,3.0,2,124800.0
62,0,4.0,0,10471.0
64,0,3.0,0,7980.0
151,1,8.0,2,160000.0
107,0,4.0,2,23352.0
62,1,4.0,0,8376.0
7,0,12.0,0,91529.0
47,0,23.0,0,84312.0
144,0,2.0,0,15780.0
129,1,5.0,2,56040.0
62,0,5.0,0,301572.0
50,2,3.0,0,77831.0
28,1,2.0,0,45379.0
151,0,25.0,2,75000.0
115,0,20.0,0,53316.0
50,1,3.0,0,56211.0
144,1,8.0,2,9862.0
62,0,5.0,0,11867.0
68,1,9.0,2,140000.0
48,0,3.0,0,303540.0
63,0,7.0,0,10536.0
7,0,15.0,0,63469.0
131,2,12.0,0,38915.0
48,0,4.0,0,30267.0
118,3,2.0,0,11928.0
132,0,5.0,0,12000.0
136,2,15.0,0,106731.0
129,3,7.0,0,53373.0
63,1,4.0,0,8340.0
50,2,8.0,2,75000.0
66,0,13.0,0,70264.0
62,2,3.0,0,4188.0
149,0,16.0,2,90482.0
62,0,5.0,0,6981.0
62,0,2.0,0,4200.0
62,0,6.0,0,16754.0
68,2,10.0,0,98064.0
99,0,13.0,0,60024.0
50,0,3.0,0,58368.0
136,2,19.0,0,111814.0
39,0,8.0,0,77808.0
80,0,4.0,0,55536.0
151,0,5.0,0,115544.0
131,3,15.0,0,70044.0
112,0,4.0,0,7596.0
59,0,4.0,2,66250.0
62,0,12.0,0,83770.0
107,0,2.0,0,3504.0
59,0,0.5,2,16980.0
36,2,19.0,0,72636.0
62,0,10.0,0,12566.0
62,0,5.0,0,10896.0
15,0,7.0,0,48000.0
62,0,2.0,0,6925.0
144,2,3.0,0,13812.0
99,0,10.0,0,64860.0
138,2,16.0,0,31812.0
64,0,6.0,0,8184.0
155,0,2.0,0,8280.0
151,1,10.0,0,160000.0
62,0,2.0,0,8377.0
138,2,3.0,0,49712.0
62,0,5.0,0,9075.0
118,2,25.0,0,28308.0
50,2,7.0,0,69723.0
149,3,15.0,0,51704.0
62,0,3.0,0,20943.0
99,1,2.0,0,28536.0
118,1,3.0,0,11328.0
50,0,3.0,0,25296.0
62,2,10.0,0,15084.0
12,2,5.0,0,5652.0
62,0,6.0,0,16754.0
62,0,3.0,0,8656.0
62,0,4.0,0,11728.0
112,0,0.5,0,12516.0
149,1,13.0,0,64630.0
36,1,14.0,2,31176.0
7,2,37.0,2,26700.0
62,0,5.0,0,11518.0
151,0,3.0,0,36000.0
112,0,4.0,0,30372.0
99,2,22.0,0,62268.0
50,0,6.0,0,47220.0
62,0,2.0,0,5864.0
50,2,11.0,0,51887.0
155,0,25.0,0,42948.0
12,0,1.0,0,2124.0
50,2,2.0,1,49725.0
15,0,3.0,0,38916.0
62,0,4.0,0,5028.0
86,2,4.0,0,27384.0
62,0,2.0,0,6702.0
50,0,8.0,2,75669.0
47,1,1.0,0,36324.0
151,0,1.0,0,195000.0
50,0,8.0,0,92856.0
144,2,11.0,2,98616.0
62,2,6.0,0,25466.0
98,0,0.5,1,4032.0
139,0,6.0,0,53808.0
107,0,3.0,0,4668.0
99,3,10.0,0,80136.0
47,0,3.0,0,25944.0
50,0,7.0,0,75669.0
62,0,1.0,0,15358.0
129,0,10.0,0,66716.0
62,2,4.0,0,10052.0
30,0,2.0,0,16284.0
86,1,3.0,0,103776.0
7,0,5.0,0,64805.0
147,1,3.0,0,9300.0
132,0,5.0,0,14184.0
62,0,4.0,0,9773.0
62,2,6.0,0,6540.0
135,1,5.0,0,44184.0
62,0,3.0,0,11169.0
149,1,20.0,2,62045.0
118,2,7.0,0,43404.0
107,0,6.0,0,8952.0
103,0,23.0,0,4176.0
151,2,9.0,0,220000.0
7,2,5.0,0,56521.0
131,2,10.0,0,49725.0
62,0,5.0,0,11644.0
48,0,8.0,0,33732.0
139,0,5.0,0,19218.0
86,0,3.0,0,14412.0
136,0,20.0,2,158568.0
48,2,16.0,0,97288.0
63,0,3.0,0,7318.0
62,0,9.0,0,25131.0
88,1,2.0,1,24863.0
24,2,7.0,0,21216.0
82,2,20.0,0,32424.0
149,0,19.0,0,61679.0
62,0,0.5,0,5585.0
68,1,5.0,0,87552.0
39,0,10.0,0,119832.0
129,1,15.0,0,800592.0
96,1,6.0,0,9924.0
86,1,3.0,0,11100.0
136,2,20.0,0,106731.0
69,1,11.0,0,22704.0
131,0,2.0,0,35672.0
99,2,22.0,2,162147.0
50,2,2.0,0,75669.0
63,0,1.0,0,7464.0
118,3,10.0,0,15096.0
36,0,18.0,0,44172.0
68,0,9.0,0,94560.0
7,0,4.0,0,72154.0
115,1,3.0,0,35208.0
52,0,1.0,0,8436.0
73,0,2.0,0,8760.0
132,0,5.0,0,11208.0
151,2,3.0,0,109000.0
50,0,4.0,0,50806.0
62,2,8.0,0,50262.0
144,0,1.0,0,5916.0
118,0,8.0,0,18876.0
112,2,5.0,0,30984.0
117,2,10.0,2,86928.0
99,1,13.0,0,38916.0
127,0,3.0,0,42804.0
62,2,7.0,0,1396.0
7,1,16.0,0,267239.0
148,2,3.0,0,37620.0
112,2,0.5,0,6684.0
50,0,8.0,0,70264.0
149,0,5.0,0,45241.0
8,1,28.0,2,140100.0
151,0,1.0,0,55000.0
68,1,0.5,0,32376.0
8,0,1.0,0,36324.0
15,0,2.0,0,35676.0
62,3,2.0,0,5448.0
136,1,12.0,1,75624.0
112,2,3.0,0,24300.0
39,0,2.0,0,55572.0
100,0,6.0,0,76668.0
151,3,17.0,0,145000.0
62,0,1.0,0,4692.0
144,2,2.0,0,8880.0
36,1,1.0,0,15588.0
36,2,12.0,0,54564.0
62,0,2.0,0,1344.0
125,1,1.0,0,6888.0
7,0,2.0,0,47304.0
7,0,21.0,0,123598.0
62,0,3.0,0,5028.0
50,1,6.0,0,38915.0
7,0,4.0,0,83512.0
139,0,3.0,1,11148.0
68,0,20.0,0,98064.0
151,1,43.0,0,225000.0
100,0,7.0,0,65168.0
100,2,12.0,0,76668.0
62,0,1.0,0,7200.0
50,1,6.0,0,51888.0
49,3,4.0,0,25440.0
50,2,15.0,0,59454.0
139,0,7.0,0,65663.0
155,1,4.0,0,5172.0
62,0,5.0,0,5868.0
62,1,6.0,0,34904.0
118,0,8.0,0,16608.0
118,0,9.0,0,39300.0
50,1,2.0,0,13236.0
48,3,20.0,0,32424.0
151,0,2.0,0,63000.0
149,3,10.0,0,129259.0
62,2,6.0,0,19546.0
62,0,0.5,0,19104.0
62,2,5.0,0,9216.0
62,0,3.0,0,11867.0
47,2,13.0,0,54480.0
149,0,8.0,0,60752.0
62,2,5.0,0,10056.0
50,1,5.0,0,59454.0
8,2,8.0,0,58373.0
126,1,4.0,2,25944.0
62,0,6.0,0,16754.0
151,0,3.0,0,88000.0
111,0,6.0,0,5928.0
30,1,5.0,0,27432.0
98,0,2.0,0,3156.0
28,0,3.0,0,94539.0
148,1,2.0,0,32664.0
7,0,3.0,0,54516.0
48,2,2.0,0,37834.0
62,0,4.0,0,6372.0
113,0,5.0,2,100000.0
147,2,7.0,0,36708.0
149,0,10.0,0,1000000.0
28,0,9.0,0,105884.0
7,3,9.0,2,125250.0
112,0,2.0,0,15192.0
62,0,1.0,0,9773.0
39,2,13.0,0,104208.0
118,1,7.0,0,24540.0
50,2,6.0,0,82155.0
117,0,12.0,0,51888.0
62,0,11.0,0,27923.0
135,0,2.0,0,39516.0
149,1,7.0,0,37162.0
50,1,4.0,0,38916.0
50,0,9.0,0,71345.0
39,2,20.0,2,173676.0
117,0,24.0,0,51564.0
50,1,2.0,0,32424.0
68,1,2.0,0,66540.0
98,0,6.0,0,8400.0
52,0,8.0,0,25944.0
69,3,4.0,0,33604.0
50,1,3.0,0,35240.0
7,0,6.0,0,100214.0
50,2,12.0,1,35148.0
62,2,0.5,0,1680.0
62,0,5.0,0,5868.0
68,3,10.0,0,60000.0
149,0,3.0,0,52996.0
50,1,7.0,0,51887.0
62,0,5.0,0,16754.0
136,3,2.0,0,54888.0
8,0,0.5,1,14268.0
30,1,2.0,0,8568.0
131,0,4.0,0,41942.0
50,1,4.0,0,27240.0
20,0,5.0,0,81319.0
50,1,10.0,0,51888.0
64,2,6.0,0,18528.0
98,0,0.5,0,2100.0
62,0,5.0,0,27923.0
107,0,3.0,0,2340.0
39,2,7.0,0,64260.0
62,2,7.0,0,90751.0
98,0,2.0,0,5784.0
69,1,2.0,0,22056.0
24,2,1.0,0,13260.0
15,2,6.0,0,42804.0
131,0,8.0,0,33510.0
84,2,3.0,2,31128.0
39,1,12.0,0,67728.0
50,1,2.0,0,35028.0
50,2,6.0,2,97288.0
50,2,3.0,1,28080.0
50,2,13.0,0,40212.0
52,2,4.0,0,16860.0
50,2,20.0,0,45396.0
30,1,3.0,0,17147.0
117,1,22.0,2,162150.0
52,2,3.0,0,22056.0
69,2,14.0,0,48644.0
50,0,9.0,0,220000.0
20,1,8.0,0,10260.0
99,0,10.0,0,62697.0
148,0,3.0,0,19596.0
112,0,3.0,0,33408.0
52,2,2.0,2,29186.0
125,0,4.0,0,38724.0
118,2,11.0,0,23784.0
48,2,11.0,0,101649.0
62,0,2.0,0,6283.0
62,2,2.0,0,184296.0
50,3,30.0,2,207552.0
62,2,7.0,0,39093.0
62,0,3.0,0,13026.0
69,1,13.0,0,54049.0
50,1,7.0,0,41508.0
62,0,5.0,0,10056.0
71,3,25.0,0,44965.0
117,2,4.0,0,27240.0
52,1,2.0,0,13620.0
105,0,3.0,0,64740.0
117,2,5.0,0,12972.0
59,0,3.0,0,26244.0
149,0,13.0,0,50411.0
136,3,5.0,0,81319.0
7,0,8.0,0,94870.0
86,0,7.0,0,33144.0
62,0,11.0,0,502620.0
136,0,13.0,0,91484.0
105,2,4.0,0,60961.0
138,0,8.0,0,39768.0
62,0,6.0,0,16419.0
69,2,3.0,0,37834.0
99,0,10.0,0,51563.0
62,0,0.5,0,2508.0
107,0,2.0,0,7788.0
99,2,6.0,0,59454.0
50,2,10.0,0,132143.0
144,1,8.0,0,1479.0
99,0,7.0,2,129718.0
149,2,27.0,0,112456.0
62,2,4.0,0,17452.0
7,0,11.0,0,66643.0
112,0,13.0,2,63792.0
135,0,8.0,0,39276.0
62,0,9.0,0,22452.0
50,2,12.0,1,64859.0
111,0,1.0,0,5928.0
149,3,26.0,0,81433.0
131,0,5.0,0,428064.0
144,0,4.0,0,12820.0
14,0,14.0,2,60000.0
151,1,5.0,0,262000.0
69,0,5.0,0,35672.0
62,2,9.0,0,16752.0
68,1,4.0,0,42024.0
69,1,23.0,0,20760.0
135,0,9.0,0,54000.0
132,1,0.5,0,984.0
62,2,10.0,0,29320.0
62,2,4.0,0,5028.0
15,2,10.0,0,64860.0
131,0,6.0,0,34591.0
136,2,8.0,0,171278.0
62,0,3.0,0,3672.0
12,0,2.0,0,7068.0
7,0,36.0,2,66810.0
50,1,18.0,0,77832.0
12,0,4.0,0,16956.0
131,1,13.0,0,35672.0
50,2,22.0,0,91883.0
99,2,31.0,0,33732.0
62,0,1.0,0,11867.0
151,1,20.0,2,100000.0
62,0,8.0,0,34904.0
69,1,18.0,0,20760.0
149,1,0.5,0,32315.0
63,0,26.0,2,17568.0
69,0,15.0,0,51887.0
62,0,5.0,0,19546.0
130,2,1.0,0,21324.0
107,0,8.0,0,15564.0
131,0,1.0,0,24000.0
62,2,4.0,0,78186.0
62,2,6.0,0,11169.0
62,0,8.0,0,11867.0
62,0,1.0,0,92148.0
50,0,9.0,0,59513.0
69,1,3.0,0,17508.0
69,2,11.0,0,998832.0
107,1,5.0,0,6228.0
50,1,0.5,0,12324.0
50,0,7.0,0,62697.0
112,2,7.0,0,23388.0
149,0,22.0,2,170628.0
144,0,15.0,2,121980.0
129,0,1.0,0,20015.0
50,0,6.0,2,38916.0
144,0,0.5,0,6900.0
50,1,10.0,1,54049.0
62,0,0.5,0,4188.0
69,3,6.0,0,22704.0
62,1,2.0,2,3348.0
62,2,6.0,0,20940.0
62,0,2.0,0,5808.0
149,0,4.0,0,837600.0
151,1,6.0,2,80000.0
62,0,6.0,0,20943.0
99,2,16.0,0,86478.0
62,2,5.0,0,117276.0
62,2,2.0,0,6696.0
69,1,4.0,1,14916.0
62,2,7.0,0,55847.0
64,2,8.0,1,34200.0
118,2,10.0,0,70000.0
63,1,20.0,2,9660.0
118,0,20.0,0,64164.0
52,1,0.5,0,12972.0
62,0,5.0,0,16056.0
48,2,2.0,1,14268.0
50,1,2.0,0,62697.0
7,1,20.0,0,60129.0
68,0,12.0,0,1000000.0
149,1,7.0,0,68507.0
111,0,2.0,0,3792.0
48,2,4.0,0,34591.0
62,0,5.0,0,60035.0
155,0,5.0,0,10344.0
62,0,4.0,0,9773.0
15,2,24.0,2,140527.0
129,1,1.0,0,7200.0
60,2,8.0,0,30792.0
151,2,5.0,0,86000.0
139,0,3.0,0,38436.0
136,2,5.0,0,101649.0
135,2,13.0,0,63816.0
62,0,2.0,1,2184.0
47,0,10.0,0,38916.0
47,2,9.0,0,80424.0
62,0,9.0,2,18096.0
149,0,4.0,0,45241.0
62,0,1.0,0,5868.0
66,0,0.5,0,34591.0
149,0,6.0,0,64630.0
62,2,1.0,0,5280.0
136,1,11.0,1,91484.0
118,2,5.0,2,28300.0
62,0,2.0,0,100000.0
44,2,13.0,0,95988.0
136,3,9.0,0,91484.0
48,2,3.0,0,36324.0
62,0,3.0,0,5864.0
36,1,18.0,2,105226.0
62,0,3.0,0,2010.0
50,2,15.0,0,78912.0
39,3,25.0,0,182364.0
63,0,4.0,0,9660.0
42,0,11.0,0,10764.0
62,0,2.0,0,11169.0
62,0,6.0,0,202445.0
136,0,5.0,0,81319.0
62,0,4.0,0,8377.0
62,0,6.0,0,25829.0
50,0,14.0,0,89721.0
136,3,18.0,1,121979.0
24,0,3.0,0,33156.0
131,2,15.0,0,41077.0
47,2,10.0,0,207552.0
47,0,1.0,0,41508.0
62,2,1.0,0,5585.0
62,0,4.0,0,8377.0
8,2,13.0,1,37764.0
62,0,3.0,0,8376.0
48,2,8.0,0,59454.0
62,2,3.0,0,8377.0
98,0,5.0,0,5784.0
62,2,6.0,0,8376.0
62,0,3.0,0,36528.0
50,1,4.0,0,28536.0
62,0,1.0,0,5028.0
48,2,12.0,0,49725.0
62,2,5.0,0,20943.0
39,3,6.0,0,57312.0
15,0,8.0,0,51888.0
24,0,8.0,0,49729.0
107,0,3.0,0,10896.0
69,2,13.0,0,41077.0
62,0,2.0,1,67020.0
100,0,10.0,2,63890.0
